Crop,District,Office Name,PIN-code,Price,StateName,Vendor Name,Weight,id
Grapes,BIJNOR,Chitawar BO,246731,194.5,Uttar Pradesh,Dimpil,3,4861
Carrots,AZAMGARH,Mahuyamurarpur BO,276131,52.75,Uttar Pradesh,Harswita,1,4862
Tamarind,VIZIANAGARAM,Dummangi B.O,535523,87,Andhra Pradesh,Nishamgy,0.5,4863
Wheat,VARANASI,Danganj Bazar BO,221101,98.75,Uttar Pradesh,Nandapal,2.5,4864
Rajma,SOUTH 24 PARGANAS,Debisabad BO,743376,84.5,West Bengal,Bandhu,0.5,4865
Barley,THENI,Seepalakottai B.O,625540,270.75,Tamil Nadu,Nripendra,2,4866
Potatoes,BAGALKOT,Muttur B.O,587119,44.75,Karnataka,Vallalarasi,2.5,4867
Spinach,EAST MIDNAPORE,Nimbong BO,734314,53.5,West Bengal,Vantik,1,4868
Sweet Potatoes,GONDA,Deva Pasiya BO,271503,204.5,Uttar Pradesh,Sehkar,2.5,4869
Corn,PUNE,Gohe BK B.O,410509,95,Maharashtra,Vratesh,0.5,4870
Masoor Dal,DEHRADUN,Banjarawala BO,248121,293.25,Uttarakhand,Hitisha,3,4871
Rice,LUCKNOW,Avas Vikas Colony SO Lucknow,226017,69,Uttar Pradesh,Dhevini,1.5,4872
Cucumbers,KRISHNA,Dundiralapadu B.O,521401,20.75,Andhra Pradesh,Sharadindu,0.5,4873
Garlic,Parkal,Pathipak B.O,506319,562,Telangana,Inniyen,2,4874
Strawberry,RAEBARELI,Samodha BO,229212,606.25,Uttar Pradesh,Poovai,1.5,4875
Oats,KAMRUP,Bamundi B.O,781103,156,Assam,Prajitha,1,4876
Capsicum,BARDHAMAN,Medgachi BO,713405,180.5,West Bengal,Kaavanya,3,4877
Onions,AKOLA,Hingani KD B.O,444103,43.25,Maharashtra,Ishwin,1,4878
Barley,MEERUT,Sarurpur Khurd SO,250344,135.25,Uttar Pradesh,Rupin,1,4879
Grapes,GUMLA,Banai BO,835229,129.75,Jharkhand,Deepesh,2,4880
Strawberry,GOPALGANJ,BASonbarsa BO,841405,202,Bihar,Yohalakshmi,0.5,4881
Carrots,SITAPUR,Ramshala BO,261403,131.5,Uttar Pradesh,Abeersha,2.5,4882
Rajma,GIRIDH,Suriya SO,825320,338.5,Jharkhand,Premasutha,2,4883
Tamarind,Malegaon,Ankai B.O,423104,434.75,Maharashtra,Dhayana,2.5,4884
Masoor Dal,NANDED,Honwadaj B.O,431715,293.25,Maharashtra,Vishuddh,3,4885
Wheat,UTTARKASHI,Harsil BO,249135,79,Uttarakhand,Maalini,2,4886
Spinach,PRAKASAM,C.S.Puram S.O,523112,53.5,Andhra Pradesh,Thaaranika,1,4887
Garlic,HOWRAH,Sauria BO,711413,421.5,West Bengal,Dev,1.5,4888
Onions,NANDED,Talegaon B.O,431807,108,Maharashtra,Manadha,2.5,4889
Cucumbers,Chatra,Gorhai BO,825401,41.25,Jharkhand,Viyaarashan,1,4890
Potatoes,AURANGABAD,Adul Budruk B.O,431121,9,Maharashtra,Niyaruja,0.5,4891
Corn,RATNAGIRI,Kasba S.O (Ratnagiri),415610,284.75,Maharashtra,Vaamithan,1.5,4892
Capsicum,SAMBA,Jakh BO,184120,150.5,Jammu and Kashmir,Jalakshana,2.5,4893
Sweet Potatoes,AZAMGARH,Khandaura BO,276143,245.25,Uttar Pradesh,Rukminee,3,4894
Rice,DAHOD,Moti Nan Dukan BO,389172,69,Gujarat,Thenvizhi,1.5,4895
Oats,KARUR,Sengunthapuram S.O,639002,390,Tamil Nadu,Vomeka,2.5,4896
Capsicum,SERAIKELAKHARSAWAN,Burudih BO,833220,30,Jharkhand,Chockalingam,0.5,4897
Oats,NAGAUR,Motipura B.O,341519,234,Rajasthan,Arit,1.5,4898
Strawberry,AHMED NAGAR,Bhangaon B.O,413728,808.25,Maharashtra,Moshitha,2,4899
Barley,EAST CHAMPARAN,Madhopur Karamwa BO,845431,67.75,Bihar,Mirthulika,0.5,4900
Spinach,JAMNAGAR,Digvijay Plot SO,361005,26.75,Gujarat,Ushaari,0.5,4901
Cucumbers,TIRUVARUR,Kummattitidal B.O,614706,20.75,Tamil Nadu,Kavibalan,0.5,4902
Corn,DINDIGUL,Pazhamputhur BO,624103,379.75,Tamil Nadu,Valar,2,4903
Carrots,VARANASI,Kundi BO,221204,158,Uttar Pradesh,Saileshen,3,4904
Onions,UDAIPUR,Barli B.O,307025,129.75,Rajasthan,Noshitha,3,4905
Masoor Dal,Bidar,Sirkatnalli B.O,585329,97.75,Karnataka,Ramith,1,4906
Wheat,PAURI GARHWAL,Bagyali BO,246167,39.5,Uttarakhand,Paanchali,1,4907
Rice,INDORE,Todi B.O,453771,92,Madhya Pradesh,Kamiyotha,2,4908
Rajma,PATHANAMTHITTA,Elanthur SO,689643,169.25,Kerala,Nuhila,1,4909
Tamarind,BUNDI,Lesarda B.O,323602,87,Rajasthan,Dhrisha,0.5,4910
Potatoes,Ahmed Nagar,Kukana S.O,414604,26.75,Maharashtra,Aishwarya,1.5,4911
Grapes,DAKSHINA KANNADA,Murulya B.O,574328,64.75,Karnataka,Tharamathan,1,4912
Garlic,DAMOH,Muraj B.O,470775,281,Madhya Pradesh,Thanantha,1,4913
Sweet Potatoes,SHIVAMOGGA,Bhadra Reservoir Project S.O,577115,245.25,Karnataka,Jivani,3,4914
Onions,DUMKA,Lattabar BO,814110,43.25,Jharkhand,Rigven,1,4915
Potatoes,BANDA,Pangara BO,210129,9,Uttar Pradesh,Roxani,0.5,4916
Tamarind,JAGTIAL,Nerella S.O,505454,521.75,Telangana,Omkareshwar,3,4917
Rice,ANGUL,Thakurgarh B.O,759125,46,Odisha,Icenavan,1,4918
Spinach,Ananthapur,Kassamudram B.O,515556,53.5,Andhra Pradesh,Alkansh,1,4919
Garlic,VILLUPURAM,Memalur B.O,605751,562,Tamil Nadu,Saaheeth,2,4920
Capsicum,BHAVNAGAR,Bhavnagar BPTI SO,364002,120.25,Gujarat,Pranati,2,4921
Oats,SURAJPUR,Bhaiyathan SO,497231,78,Chattisgarh,Jagmeet,0.5,4922
Strawberry,RATNAGIRI,Degaon B.O,415711,808.25,Maharashtra,Pakhi,2,4923
Cucumbers,MADHUBANI,Teghra BO,847227,20.75,Bihar,Aksheyi,0.5,4924
Carrots,NORTH 24 PARGANAS,Ichapur SO,743144,131.5,West Bengal,Varthine,2.5,4925
Grapes,ERNAKULAM,Edavanakad SO,682502,32.5,Kerala,Lakhsmi,0.5,4926
Masoor Dal,VADODARA,Bamroli BO,391125,293.25,Gujarat,Navamalli,3,4927
Rajma,KANPUR NAGAR,Raipur BO,209308,423,Uttar Pradesh,Vithun,2.5,4928
Barley,BOUDH,Boudhbazar S.O,762014,67.75,Odisha,Alif,0.5,4929
Sweet Potatoes,KUSHINAGAR,Mundera BO,274301,204.5,Uttar Pradesh,Warshanan,2.5,4930
Wheat,MIRZAPUR,Dadwan Pakseda BO,231303,79,Uttar Pradesh,Geetanjali,2,4931
Corn,SOUTH DELHI,MMTCSTC Colony SO,110017,189.75,Delhi,Waruran,1,4932
Potatoes,BANSWARA,Salia B.O,327601,17.75,Rajasthan,Yasshne,1,4933
Strawberry,BARGARH,Sargibahal B.O,768049,808.25,Odisha,Pragalini,2,4934
Sweet Potatoes,NELLORE,Idimepalli B.O,524321,41,Andhra Pradesh,Manojna,0.5,4935
Carrots,KRISHNAGIRI,Bannihalli B.O,635106,79,Tamil Nadu,Venkat,1.5,4936
Rajma,SURAT,Bhatlai BO,394517,338.5,Gujarat,Lakiya,2,4937
Tamarind,NAGPUR,Khapri B.O,441108,174,Maharashtra,Ayavanth,1,4938
Capsicum,PEDDAPALLI,Bhojannapeta B.O,505174,150.5,Telangana,Neethura,2.5,4939
Onions,BEED,Sakshal Pimpri B.O,414205,86.5,Maharashtra,Ganishna,2,4940
Spinach,SURENDRA NAGAR,RAMPARA BO,363435,53.5,Gujarat,Sharveen,1,4941
Grapes,Ahmed Nagar,Chitali B.O,413723,32.5,Maharashtra,Muktakesha,0.5,4942
Barley,RAIGARH,Dhimani BO,496661,270.75,Chattisgarh,Simbhu,2,4943
Cucumbers,TIKAMGARH,Khargapur S.O,472115,82.75,Madhya Pradesh,Kaavinthra,2,4944
Rice,BUDAUN,Sisaiya Gusain BO,243630,23,Uttar Pradesh,Aravintha,0.5,4945
Corn,BENGALURU,Vidyaranyapura S.O,560097,379.75,Karnataka,Indhujan,2,4946
Oats,KADAPA,Pallavolu B.O,516356,78,Andhra Pradesh,Hemsharan,0.5,4947
Wheat,MAHESANA,Kukarwada SO,384530,59.25,Gujarat,Kumari,1.5,4948
Garlic,Chittoor,Konganapalle B.O,517401,562,Andhra Pradesh,Kautirya,2,4949
Masoor Dal,PURULIYA,Ichhar BO,723145,244.5,West Bengal,Niloshan,2.5,4950
Potatoes,BASTAR,Karanji B.O,494001,17.75,Chattisgarh,Sutej,1,4951
Oats,BEED,Manur B.O,413249,156,Maharashtra,Athisdan,1,4952
Garlic,KARIM NAGAR,Korepalli B.O,505129,702.5,Telangana,Thevanesan,2.5,4953
Rajma,BARMER,Kapurdi B.O,344001,423,Rajasthan,Jesintha,2.5,4954
Capsicum,KOLKATA,RKSeva Pratisthan SO,700026,150.5,West Bengal,Abhilaash,2.5,4955
Masoor Dal,CHICKMAGALUR,Huigere B.O,577160,195.5,Karnataka,Hitesh,2,4956
Spinach,RATLAM,Jaora Choupati S.O,457226,134,Madhya Pradesh,Mahubeh,2.5,4957
Wheat,Secunderabad,Moinabad S.O,501504,98.75,Telangana,Srinekash,2.5,4958
Corn,JUNAGADH,Ambalia BO,362625,379.75,Gujarat,Murthi,2,4959
Rice,Bastar,Kaknar B.O,494010,46,Chattisgarh,Nithiyasri,1,4960
Grapes,JAIPUR,S.F.S.Mansarovar S.O,302020,32.5,Rajasthan,Revadhi,0.5,4961
Barley,KRISHNA,Dundiralapadu B.O,521401,270.75,Andhra Pradesh,Aamaya,2,4962
Carrots,KRISHNA,Alapadu R.S. B.O,521340,158,Andhra Pradesh,Sangat,3,4963
Sweet Potatoes,BELLARY,Kanvi Thimmalapura B.O,583132,204.5,Karnataka,Hopika,2.5,4964
Cucumbers,REWA,Bandhwa B.O,486115,62,Madhya Pradesh,Hetika,1.5,4965
Onions,THENI,Agamalai B.O,625605,64.75,Tamil Nadu,Varshikaa,1.5,4966
Tamarind,KULLU,Dalash SO,172025,260.75,Himachal Pradesh,Hagasavaran,1.5,4967
Strawberry,West Tripura,Takarjala B.O,799102,808.25,Tripura,Sidhdesh,2,4968
Tamarind,KOTA,Kota Jn. S.O,324002,260.75,Rajasthan,Mahizharasan,1.5,4969
Barley,BAGPAT,Ranchhar BO,250345,67.75,Uttar Pradesh,Kerushen,0.5,4970
Sweet Potatoes,PATNA,SINGHARA BO,801102,245.25,Bihar,Periyavan,3,4971
Rajma,KHAMMAM,Vootukuru B.O,507122,423,Telangana,Seyuran,2.5,4972
Strawberry,BENGALURU,Koramangala VI Bk S.O,560095,1010.5,Karnataka,Thivakaran,2.5,4973
Corn,TAPI,Sundarpur BO,394375,95,Gujarat,Somjit,0.5,4974
Grapes,ERNAKULAM,Kuthukuzhy BO,686691,162.25,Kerala,Nelayavan,2.5,4975
Potatoes,PUNE,Nirgudsar B.O,412406,35.75,Maharashtra,Aagarsh,2,4976
Onions,SITAPUR,Beehat Gaur BO,261141,43.25,Uttar Pradesh,Pialli,1,4977
Cucumbers,BONGAIGAON,Amguri Bazar B.O,783393,103.5,Assam,Jeyananthy,2.5,4978
Masoor Dal,KANYAKUMARI,Malamary B.O,629152,97.75,Tamil Nadu,Preamini,1,4979
Capsicum,THANE,Dhasai B.O,421601,90.25,Maharashtra,Sarwin,1.5,4980
Carrots,KRISHNAGIRI,Hosur East S.O,635109,52.75,Tamil Nadu,Nishothen,1,4981
Rice,GAJAPATI,Sinkulipadar B.O,761015,46,Odisha,Shamun,1,4982
Oats,MADURAI,Pudunagar SO,625706,78,Tamil Nadu,Dharneka,0.5,4983
Wheat,BHARUCH,Saring BO,392220,19.75,Gujarat,Tharsa,0.5,4984
Garlic,KANPUR NAGAR,Gauri Bhagwantpur BO,209203,562,Uttar Pradesh,Aswathy,2,4985
Spinach,SAMASTIPUR,Sakhmohan BO,848211,80.25,Bihar,Prodeep,1.5,4986
Rajma,PRATAPGHAR,Achalawada B.O,312615,338.5,Rajasthan,Thanvia,2,4987
Corn,MURSHIDABAD,Dechapra BO,742401,569.5,West Bengal,Ilamparuthi,3,4988
Masoor Dal,MAHESANA,Kahoda SO,384130,244.5,Gujarat,Tushtri,2.5,4989
Onions,BHADRAK,Baralpokhari B.O,756101,43.25,Odisha,Vibooshanan,1,4990
Tamarind,MUZAFFARPUR,APurushotampur BO,842002,174,Bihar,Thibhan,1,4991
Carrots,DHARMAPURI,Vattuvanahalli B.O,636810,26.25,Tamil Nadu,Durgeshwari,0.5,4992
Oats,BANSWARA,Kalakhet B.O,327001,312,Rajasthan,Tamilvathany,2,4993
Garlic,Kodagu,Aruvathoklu B.O,571213,140.5,Karnataka,Bhavukta,0.5,4994
Rice,PATIALA,Khadauli BO,140402,69,Punjab,Balveer,1.5,4995
Potatoes,AMRAVATI,Motha B.O,444807,9,Maharashtra,Abheesha,0.5,4996
Cucumbers,ERODE,Komarayanur BO,638504,20.75,Tamil Nadu,Thunapriya,0.5,4997
Sweet Potatoes,AZAMGARH,Mutkallipur BO,276288,245.25,Uttar Pradesh,Kantimoy,3,4998
Spinach,BUDAUN,Tehra BO,243638,53.5,Uttar Pradesh,Nuthika,1,4999
Grapes,MAHOBA,Tikamau BO,210427,97.25,Uttar Pradesh,Vikshar,1.5,5000
Strawberry,SHAJAPUR,Lasuldiya Malak B.O,465337,1010.5,Madhya Pradesh,Matharnan,2.5,5001
Barley,EAST CHAMPARAN,D KALAPUR BO,801111,67.75,Bihar,Rajenee,0.5,5002
Capsicum,AGRA,Berichahar BO,283102,150.5,Uttar Pradesh,Vaishanyasri,2.5,5003
Wheat,BARPETA,Anandabazar B.O,781318,98.75,Assam,Aneek,2.5,5004
Rice,KHORDA,Mendhasala B.O,752054,138.25,Odisha,Dhinanta,3,5005
Carrots,ALWAR,Gahankar B.O,301405,131.5,Rajasthan,Avnendra,2.5,5006
Capsicum,GAYA,Gaya Jail SO,823001,120.25,Bihar,Ragavarshini,2,5007
Corn,KOKRAJHAR,Choraikhola S.O,783376,379.75,Assam,Jenelia,2,5008
Rajma,CHITRADURGA,P. Mahadevapura B.O,577538,253.75,Karnataka,Roshen,1.5,5009
Cucumbers,WASHIM,Mahagaon B.O,444506,124,Maharashtra,Chithiraivel,3,5010
Potatoes,BANKA,MANJIRA GOURIPUR,813202,17.75,Bihar,Sathurshan,1,5011
Wheat,KURNOOL,Akkampalli B.O,518145,98.75,Andhra Pradesh,Mithrushen,2.5,5012
Spinach,JODHPUR,Jodhpur HO,342001,160.75,Rajasthan,Minishini,3,5013
Tamarind,ARAVALLI,Limb BO,383325,260.75,Gujarat,Mathiyarasi,1.5,5014
Grapes,SIRSA,Mirzapur BO,125102,162.25,Haryana,Abbiyuga,2.5,5015
Barley,BHAGALPUR,Rauka BO,813105,135.25,Bihar,Lavithan,1,5016
Oats,EAST MIDNAPORE,Mathchandipur SO,721659,234,West Bengal,Sivachitiran,1.5,5017
Masoor Dal,Hazaribagh,Ranichuhan BO,825405,146.75,Jharkhand,Thulaksha,1.5,5018
Strawberry,BAGALKOT,Hosapete  Kerur B.O,587206,404.25,Karnataka,Vanmala,1,5019
Garlic,OSMANABAD,Barul B.O,413601,702.5,Maharashtra,Padmayani,2.5,5020
Onions,BATHINDA,Naruana BO,151005,108,Punjab,Gayashree,2.5,5021
Sweet Potatoes,DAHOD,Sagtala BO,389380,122.75,Gujarat,Reyasha,1.5,5022
Corn,KENDUJHAR,Madhapur S.O,758001,189.75,Odisha,Maghilan,1,5023
Grapes,BIJAPUR(KAR),Hattarkihal B.O,586122,162.25,Karnataka,Anorika,2.5,5024
Carrots,CHATRA,Peltol BO,825408,79,Jharkhand,Aravaan,1.5,5025
Tamarind,BASTI,Dubaulia BO,272131,260.75,Uttar Pradesh,Nilakashi,1.5,5026
Capsicum,ALAPPUZHA,Arthingal SO,688530,60.25,Kerala,Gengan,1,5027
Rice,KANNUR,Ponniam BO,670641,138.25,Kerala,Tarana,3,5028
Garlic,SHIVAMOGGA,Issur B.O,577214,843.25,Karnataka,Eshika,3,5029
Strawberry,RAMANATHAPURAM,Govindamangalam BO,623401,202,Tamil Nadu,Balasri,0.5,5030
Onions,JAGTIAL,Kalvakota B.O,505453,86.5,Telangana,Gauthaman,2,5031
Sweet Potatoes,AHMED NAGAR,Vridheshwar SSK S.O,414505,163.5,Maharashtra,Lathujen,2,5032
Masoor Dal,DAUSA,Hingota BO,303315,195.5,Rajasthan,Viyooham,2,5033
Cucumbers,PATIALA,Lohsimbly BO,140702,82.75,Punjab,Vidhita,2,5034
Barley,JALPAIGURI,Kalchini SO,735217,203,West Bengal,Suganthan,1.5,5035
Rajma,JAMNAGAR,Khojaberaja BO,361012,423,Gujarat,Asmesh,2.5,5036
Oats,VILLUPURAM,Pallikulam BO,604203,312,Tamil Nadu,Krip,2,5037
Potatoes,ALIGARH,Sudama Ka Bas BO,202145,9,Uttar Pradesh,Vickshan,0.5,5038
Wheat,SIDHI,Budgauna B.O,486776,98.75,Madhya Pradesh,Izhangsayan,2.5,5039
Spinach,CHITTORGARH,Barisagthali B.O,312619,26.75,Rajasthan,Jamunaa,0.5,5040
Oats,HARDOI,Lamkan BO,241402,156,Uttar Pradesh,Yogethan,1,5041
Strawberry,RAMANAGAR,Manchegowdanapalya B.O,562109,202,Karnataka,Kapitha,0.5,5042
Barley,Malegaon,Sakorewani B.O,422209,406,Maharashtra,Prathap,3,5043
Potatoes,NORTH 24 PARGANAS,Narabunia BO,743425,26.75,West Bengal,Thavamani,1.5,5044
Corn,KOPPAL,Murdi B.O,583237,95,Karnataka,Sripraveen,0.5,5045
Rajma,PATAN,Gajdinpura BO,384245,169.25,Gujarat,Alagushanker,1,5046
Cucumbers,JAGATSINGHAPUR,Parbatipur B.O,754111,62,Odisha,Ilan,1.5,5047
Capsicum,MIRZAPUR,Jamalpur BO,231302,150.5,Uttar Pradesh,Jathi,2.5,5048
Garlic,Lohit,Tafragam B.O,792001,140.5,Arunachal Pradesh,Jestha,0.5,5049
Spinach,VADODARA,Achisara BO,391250,53.5,Gujarat,Kalayalakan,1,5050
Carrots,Secunderabad,Moinabad S.O,501504,105.25,Telangana,Satyavachana,2,5051
Masoor Dal,BHOJPUR,Bagar BO,802222,146.75,Bihar,Hrihan,1.5,5052
Onions,DHAMTARI,Bahigaon BO,493778,21.5,Chattisgarh,Raemini,0.5,5053
Tamarind,AKOLA,Dahihanda S.O,444111,521.75,Maharashtra,Daxesh,3,5054
Rice,JAUNPUR,Jangipur Khurd BO,222003,69,Uttar Pradesh,Dhaval,1.5,5055
Sweet Potatoes,NADIA,Dharmada SO,741138,245.25,West Bengal,Naimath,3,5056
Grapes,BELAGAVI,Awarkhod B.O,591304,97.25,Karnataka,Shanmukha,1.5,5057
Wheat,CUDDALORE,Alapakkam S.O,608801,19.75,Tamil Nadu,Vidavan,0.5,5058
Capsicum,BARDHAMAN,Benachity Market SO,713204,90.25,West Bengal,Abinayah,1.5,5059
Cucumbers,BALESWAR,Bhimpur B.O,756021,103.5,Odisha,Aarunya,2.5,5060
Barley,HARDOI,Shahpur Basudeo BO,241302,203,Uttar Pradesh,Rudrani,1.5,5061
Tamarind,BELAGAVI,Khanatti B.O,591312,174,Karnataka,Baneet,1,5062
Oats,West Tripura,Laifunga B.O,799210,156,Tripura,Thayven,1,5063
Corn,BALESWAR,Rasalpur B.O,756038,95,Odisha,Masoud,0.5,5064
Onions,VAISHALI,Lawapur Narain BO,844506,43.25,Bihar,Srinithin,1,5065
Rajma,CUDDALORE,Mathur B.O,606104,253.75,Tamil Nadu,Kanav,1.5,5066
Garlic,DUNGARPUR,Obri S.O,314401,843.25,Rajasthan,Vidusan,3,5067
Grapes,TIRUVANNAMALAI,Melachery BO,604502,97.25,Tamil Nadu,Nirujini,1.5,5068
Strawberry,MADHUBANI,Kalikapur BO,847228,1010.5,Bihar,Rasikan,2.5,5069
Carrots,JANJGIRCHAMPA,Pithampur BO,495671,105.25,Chattisgarh,Haeshika,2,5070
Masoor Dal,SONIPAT,Kathura BO,131301,244.5,Haryana,Mishanth,2.5,5071
Rice,SAMBA,Koulpur BO,184120,69,Jammu and Kashmir,Advith,1.5,5072
Potatoes,ANGUL,Bimalabeda B.O,759127,44.75,Odisha,Vardhini,2.5,5073
Spinach,BIKANER,Jalwali B.O,334001,80.25,Rajasthan,Rajithan,1.5,5074
Sweet Potatoes,SITAPUR,Kusuma BO,261121,163.5,Uttar Pradesh,Illanagai,2,5075
Wheat,JALGAON,Dangar Bk B.O,425401,118.5,Maharashtra,Nilanthan,3,5076
Cucumbers,DEORIA,Kukur Ghanti BO,274702,82.75,Uttar Pradesh,Rizvikan,2,5077
Tamarind,KACHCHH,Kumbharadi BO,370140,174,Gujarat,Ahijith,1,5078
Sweet Potatoes,Malegaon,Daraswadi B.O,423101,245.25,Maharashtra,Dharanishwar,3,5079
Strawberry,KHAMMAM,Pocharam B.O,507163,808.25,Telangana,Kuvaenthi,2,5080
Garlic,NORTH 24 PARGANAS,Chhoygharia BO,743405,140.5,West Bengal,Ladukulan,0.5,5081
Onions,SIDHI,Dihuli B.O,486771,64.75,Madhya Pradesh,Arakodi,1.5,5082
Rajma,TEHRI GARHWAL,Kamand SO,249131,169.25,Uttarakhand,Uyirmai,1,5083
Spinach,PALI,Pachanpura B.O,306304,53.5,Rajasthan,Dhaneswar,1,5084
Masoor Dal,JALPAIGURI,Marakhata BO,736202,97.75,West Bengal,Jaikash,1,5085
Grapes,BIRBHUM,Kurulmetia BO,731130,64.75,West Bengal,Abinandaha,1,5086
Carrots,MEDAK,Allipur S.O,502310,105.25,Telangana,Sree,2,5087
Barley,KARIM NAGAR,Chengerla B.O,505469,67.75,Telangana,Sujean,0.5,5088
Corn,Bidar,Yengunda B.O,585326,474.75,Karnataka,Anandani,2.5,5089
Oats,AMRAVATI,Kurha B.O,444709,156,Maharashtra,Abeesan,1,5090
Rice,JALANDHAR,Phoolpur Dhanal BO,144026,23,Punjab,Hela,0.5,5091
Potatoes,AHMEDABAD,Gomtipur SO,380021,9,Gujarat,Dhawni,0.5,5092
Wheat,PALI,Pachanpura B.O,306304,79,Rajasthan,Kaudham,2,5093
Capsicum,SRINAGAR,Konibal BO,192121,150.5,Jammu and Kashmir,Nirmitha,2.5,5094
Spinach,NARSINGHPUR,Niwari B.O,487225,107.25,Madhya Pradesh,Arulsothy,2,5095
Onions,PEDDAPALLI,Munjampalle B.O,505416,108,Telangana,Banou,2.5,5096
Strawberry,BHARATPUR,Saheda B.O,321023,606.25,Rajasthan,Avinesha,1.5,5097
Corn,KHAGARIA,Olapur Ganguar BO,851204,189.75,Bihar,Abrik,1,5098
Sweet Potatoes,KHEDA,Piplav SO,388460,81.75,Gujarat,Vinoshini,1,5099
Barley,MUKTSAR,Bhullerian BO,152112,270.75,Punjab,Thakshitha,2,5100
Potatoes,SOLAPUR,Masale Chaudhari B.O,413222,44.75,Maharashtra,Mathusubha,2.5,5101
Grapes,JAMNAGAR,Hothijikhadba BO,360530,32.5,Gujarat,Nalasekaran,0.5,5102
Oats,JALNA,Sipora B.O,431114,156,Maharashtra,Maharvin,1,5103
Rajma,COOCH BEHAR,Chhitbaralaukuthi BO,736131,338.5,West Bengal,Varaprada,2,5104
Wheat,RAICHUR,Raichur Saath Katchery S.O,584101,19.75,Karnataka,Aagnesh,0.5,5105
Masoor Dal,JALPAIGURI,Bhutkidangapara BO,735135,146.75,West Bengal,Ivaan,1.5,5106
Carrots,ALWAR,Ikrotia B.O,301702,105.25,Rajasthan,Poiyaamolli,2,5107
Tamarind,KANPUR DEHAT,Ratanpur BO,209306,347.75,Uttar Pradesh,Dashanth,2,5108
Rice,MAHABUB NAGAR,Vepur B.O,509320,138.25,Telangana,Daarshini,3,5109
Garlic,BARDHAMAN,Ausgram BO,713152,140.5,West Bengal,Elilarasan,0.5,5110
Capsicum,DHULE,Amkhel B.O,424305,180.5,Maharashtra,Kalika,3,5111
Cucumbers,KHEDA,Bamangam BO,388180,82.75,Gujarat,Jaishanmugapriya,2,5112
Grapes,TIRUVALLUR,Vadamadurai B.O,601102,97.25,Tamil Nadu,Sujatharan,1.5,5113
Tamarind,TEHRI GARHWAL,Odadhar BO,249155,434.75,Uttarakhand,Matheeshan,2.5,5114
Corn,UDUPI,Kunjibettu SO,576102,284.75,Karnataka,Selvajothi,1.5,5115
Garlic,SUNDERGARH,Badbonga B.O,770072,843.25,Odisha,Mathuvadhani,3,5116
Cucumbers,MUKTSAR,Sammewali BO,152026,41.25,Punjab,Sivabalan,1,5117
Carrots,RATLAM,PIR HINGORIYA B.O,457118,52.75,Madhya Pradesh,Vishnuvaranthan,1,5118
Spinach,MADURAI,Tirumangalam SO,625706,53.5,Tamil Nadu,Dhaaranan,1,5119
Rajma,KACHCHH,Nana Laija BO,370475,423,Gujarat,Anurupa,2.5,5120
Oats,BANKURA,Andharthole BO,722146,390,West Bengal,Mayurathas,2.5,5121
Onions,VILLUPURAM,Ninnaiyur B.O,606305,129.75,Tamil Nadu,Aakruthi,3,5122
Sweet Potatoes,KUSHINAGAR,Mundera BO,274301,122.75,Uttar Pradesh,Ranu,1.5,5123
Potatoes,JUNAGADH,Ambalia BO,362625,53.5,Gujarat,Visvaamithan,3,5124
Capsicum,SIDDHARTHNAGAR,Rithia Bazar BO,272152,30,Uttar Pradesh,Kamalasri,0.5,5125
Rice,MALAPPURAM,Punnathala BO,676552,115.25,Kerala,Evangelin,2.5,5126
Strawberry,BULANDSHAHR,Karauli Banger BO,203209,808.25,Uttar Pradesh,Kabisha,2,5127
Masoor Dal,PALAMAU,Kishunpur BO,822123,244.5,Jharkhand,Yanajana,2.5,5128
Barley,DEORIA,Deoria HO,274001,406,Uttar Pradesh,Kumithran,3,5129
Wheat,VELLORE,Karnavur BO,631052,79,Tamil Nadu,Ghananand,2,5130
Garlic,AJMER,Bithur B.O,305205,843.25,Rajasthan,Samarendra,3,5131
Cucumbers,GAYA,Kothi BO,824210,41.25,Bihar,Mukul,1,5132
Oats,KORAPUT,Chhatarla B.O,764058,234,Odisha,Harsit,1.5,5133
Onions,NAGAUR,Bakalia B.O,341306,64.75,Rajasthan,Dia,1.5,5134
Spinach,SAMASTIPUR,Jalalpur BO,848506,160.75,Bihar,Gogulakrishnan,3,5135
Rajma,SURAT,Tundi BO,394310,253.75,Gujarat,Avishna,1.5,5136
Carrots,HAMIRPUR,Amood BO,210432,52.75,Uttar Pradesh,Shreesh,1,5137
Wheat,DHARMAPURI,Palavadi B.O,636809,59.25,Tamil Nadu,Lakschana,1.5,5138
Masoor Dal,ALIGARH,Shikharan BO,202140,49,Uttar Pradesh,Esaivanan,0.5,5139
Barley,Bijapur(CGH),Pharsegarh B.O,494444,135.25,Chattisgarh,Mahira,1,5140
Rice,BALESWAR,Khuard B.O,756033,69,Odisha,Sathiyen,1.5,5141
Sweet Potatoes,NALGONDA,Takkellapahad B.O,508208,245.25,Telangana,Gajendiran,3,5142
Capsicum,NANDED,Narsi B.O,431709,90.25,Maharashtra,Aharshanan,1.5,5143
Potatoes,BHARUCH,Borbhathabet BO,393001,53.5,Gujarat,Varushnan,3,5144
Grapes,GWALIOR,Putti B.O,475115,194.5,Madhya Pradesh,Vijaibaskar,3,5145
Strawberry,KANGRA,Bachhwai BO,176107,808.25,Himachal Pradesh,Ishya,2,5146
